,date,time,tempC,tempF,windspeedMiles,windspeedKmph,winddirDegree,winddir16Point,weatherCode,weatherIconUrl,weatherDesc,precipMM,precipInches,humidity,visibility,visibilityMiles,pressure,pressureInches,cloudcover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF,uvIndex
0,2022-11-08,200,7,45,4,6,244,WSW,119,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png'},{'value': 'Cloudy'},0.0,0.0,42,10,6,1019,30,83,7,45,-3,27,7,44,20,32,7,44,1
0,2022-11-08,300,7,45,3,5,251,WSW,119,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png'},{'value': 'Cloudy'},0.0,0.0,40,10,6,1018,30,75,7,45,-3,27,7,44,19,30,7,44,1
0,2022-11-08,400,7,45,3,6,250,WSW,119,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png'},{'value': 'Cloudy'},0.0,0.0,44,10,6,1018,30,83,7,45,-2,28,7,44,17,28,7,44,1
0,2022-11-08,500,7,45,4,6,250,WSW,122,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Overcast'},0.0,0.0,48,10,6,1018,30,90,7,45,-2,29,6,43,16,25,6,43,1
0,2022-11-08,600,7,45,4,6,250,WSW,122,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Overcast'},0.0,0.0,52,10,6,1017,30,98,7,45,-1,29,6,43,15,24,6,43,2
0,2022-11-08,700,7,45,4,6,249,WSW,119,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png'},{'value': 'Cloudy'},0.0,0.0,52,10,6,1017,30,84,7,45,-1,30,7,44,14,23,7,44,2
0,2022-11-08,800,7,45,4,6,249,WSW,119,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png'},{'value': 'Cloudy'},0.0,0.0,51,10,6,1017,30,70,7,45,-0,32,7,44,14,23,7,44,2
0,2022-11-08,900,8,47,4,6,248,WSW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,51,10,6,1017,30,56,8,47,1,33,7,45,15,24,7,45,3
0,2022-11-08,1000,10,51,5,8,238,WSW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,54,10,6,1017,30,41,10,51,3,38,9,49,15,24,9,49,4
0,2022-11-08,1100,12,54,6,9,228,SW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,56,10,6,1016,30,26,12,54,5,40,11,53,15,25,11,53,4
0,2022-11-08,1200,14,56,7,11,219,SW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,59,10,6,1016,30,11,14,56,6,42,13,55,16,25,13,55,4
0,2022-11-08,1300,14,57,7,11,219,SW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,59,10,6,1015,30,12,14,57,6,43,13,56,17,27,13,56,4
0,2022-11-08,1400,13,56,7,11,219,SW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,59,10,6,1015,30,12,13,56,6,42,13,55,18,29,13,55,4
0,2022-11-08,1500,14,57,7,12,219,SW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,59,10,6,1014,30,13,14,57,6,43,13,56,18,29,13,56,4
0,2022-11-08,1600,12,54,6,10,227,SW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,69,10,6,1015,30,15,12,54,6,43,11,52,17,28,11,52,4
0,2022-11-08,1700,11,53,5,8,235,SW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,79,10,6,1016,30,17,11,53,7,45,11,51,17,27,11,51,4
0,2022-11-08,1800,10,50,4,6,243,WSW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,88,10,6,1017,30,19,10,50,7,45,9,48,16,26,9,48,1
0,2022-11-08,1900,8,46,4,6,240,WSW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,89,10,6,1017,30,41,8,46,6,44,7,45,16,25,7,45,1
0,2022-11-08,2000,8,46,4,6,237,WSW,119,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png'},{'value': 'Cloudy'},0.0,0.0,91,10,6,1018,30,63,8,46,6,43,7,44,15,24,7,44,1
0,2022-11-08,2100,8,47,4,6,234,SW,122,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Overcast'},0.0,0.0,92,10,6,1018,30,85,8,47,7,44,7,45,15,24,7,45,1
0,2022-11-08,2200,8,47,4,6,234,SW,119,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png'},{'value': 'Cloudy'},0.0,0.0,91,10,6,1018,30,67,8,47,6,43,7,45,15,25,7,45,1
0,2022-11-08,2300,8,46,3,5,234,SW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,91,10,6,1018,30,48,8,46,6,43,7,45,15,25,7,45,1
0,2022-11-09,0,8,46,3,5,234,SW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,90,10,6,1018,30,30,8,46,6,43,7,45,15,24,7,45,1
0,2022-11-09,100,7,45,3,5,242,WSW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,89,10,6,1018,30,25,7,45,5,42,7,44,15,24,7,44,1
0,2022-11-09,200,7,45,3,5,251,WSW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,87,10,6,1018,30,21,7,45,5,41,7,44,14,23,7,44,1
0,2022-11-09,300,7,44,3,5,259,WSW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,86,10,6,1018,30,16,7,44,5,40,6,43,13,21,6,43,1
0,2022-11-09,400,7,44,3,5,272,W,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,84,10,6,1018,30,21,7,44,4,40,6,43,12,19,6,43,1
0,2022-11-09,500,7,44,3,4,285,WNW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,83,10,6,1018,30,25,7,44,4,40,6,43,11,18,6,43,1
0,2022-11-09,600,7,44,2,4,299,WNW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,82,10,6,1018,30,30,7,44,4,39,6,43,9,15,6,43,3
0,2022-11-09,700,7,44,2,3,285,WNW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,78,10,6,1018,30,31,7,44,4,39,7,44,8,13,7,44,3
0,2022-11-09,800,6,43,2,3,271,W,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,75,10,6,1018,30,32,6,43,2,36,6,43,9,14,6,43,3
0,2022-11-09,900,7,44,2,3,257,WSW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,71,10,6,1018,30,33,7,44,2,36,7,45,8,13,7,45,3
0,2022-11-09,1000,9,48,3,4,245,WSW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,70,10,6,1017,30,45,9,48,5,41,9,48,7,12,9,48,3
0,2022-11-09,1100,10,51,4,6,233,SW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,69,10,6,1017,30,57,10,51,5,41,10,50,7,12,10,50,4
0,2022-11-09,1200,11,52,4,7,220,SW,119,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png'},{'value': 'Cloudy'},0.0,0.0,67,10,6,1017,30,69,11,52,5,42,11,51,8,14,11,51,3
0,2022-11-09,1300,12,54,4,6,224,SW,119,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png'},{'value': 'Cloudy'},0.0,0.0,67,10,6,1017,30,61,12,54,6,42,12,53,8,13,12,53,3
0,2022-11-09,1400,12,54,4,6,228,SW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,67,10,6,1017,30,53,12,54,6,43,12,54,8,13,12,54,4
0,2022-11-09,1500,12,53,3,5,232,SW,299,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0010_heavy_rain_showers.png'},{'value': 'Moderate rain at times'},0.7,0.0,68,10,6,1017,30,74,12,53,6,43,12,53,10,15,12,53,3
0,2022-11-09,1600,11,51,2,4,265,W,176,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png'},{'value': 'Patchy rain possible'},0.4,0.0,74,10,6,1017,30,51,11,51,6,43,11,52,8,14,11,52,3
0,2022-11-09,1700,10,50,1,2,298,WNW,299,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0010_heavy_rain_showers.png'},{'value': 'Moderate rain at times'},0.6,0.0,80,10,6,1018,30,57,10,50,7,44,10,50,7,11,10,50,2
0,2022-11-09,1800,9,48,0,1,330,NNW,299,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0026_heavy_rain_showers_night.png'},{'value': 'Moderate rain at times'},0.9,0.0,86,10,6,1019,30,63,9,48,7,44,9,48,7,11,9,48,1
0,2022-11-09,1900,9,48,1,2,335,NNW,305,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0026_heavy_rain_showers_night.png'},{'value': 'Heavy rain at times'},1.1,0.0,88,10,6,1019,30,75,9,48,7,44,9,48,9,14,9,48,1
0,2022-11-09,2000,8,47,2,3,340,NNW,176,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png'},{'value': 'Patchy rain possible'},0.1,0.0,91,10,6,1020,30,88,8,47,7,44,8,47,8,13,8,47,1
0,2022-11-09,2100,8,46,2,4,345,NNW,176,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png'},{'value': 'Patchy rain possible'},0.1,0.0,93,10,6,1021,30,100,8,46,7,44,8,46,9,14,8,46,1
0,2022-11-09,2200,8,46,3,4,349,N,176,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png'},{'value': 'Patchy rain possible'},0.1,0.0,94,7,4,1021,30,95,8,46,7,44,8,46,9,14,8,46,1
0,2022-11-09,2300,8,46,3,4,354,N,176,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png'},{'value': 'Patchy rain possible'},0.1,0.0,94,5,2,1022,30,89,8,46,7,44,7,45,8,13,7,45,1
0,2022-11-10,0,8,46,3,4,358,N,176,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png'},{'value': 'Patchy rain possible'},0.1,0.0,94,2,1,1023,30,84,8,46,7,44,7,45,8,13,7,45,1
0,2022-11-10,100,7,45,2,4,242,WSW,119,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png'},{'value': 'Cloudy'},0.0,0.0,93,5,2,1023,30,70,7,45,6,43,7,45,8,14,7,45,1
0,2022-11-10,200,7,44,2,4,126,SE,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,92,7,4,1023,30,56,7,44,6,42,7,44,9,14,7,44,1
0,2022-11-10,300,5,42,2,3,10,N,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,91,10,6,1023,30,42,5,42,4,40,5,42,8,14,5,42,1
0,2022-11-10,400,5,41,3,4,13,NNE,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,91,10,6,1023,30,43,5,41,4,39,4,40,9,15,4,40,1
0,2022-11-10,500,5,40,3,5,15,NNE,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,91,10,6,1024,30,43,5,40,3,38,4,39,10,15,4,39,1
0,2022-11-10,600,4,40,4,6,17,NNE,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,91,10,6,1024,30,44,4,40,3,38,3,37,10,16,3,37,2
0,2022-11-10,700,4,38,3,5,23,NNE,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,89,10,6,1024,30,45,4,38,2,36,3,37,9,15,3,37,2
0,2022-11-10,800,4,39,2,3,29,NNE,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,87,10,6,1025,30,45,4,39,2,36,3,38,9,15,3,38,2
0,2022-11-10,900,5,41,1,2,34,NE,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,85,10,6,1026,30,46,5,41,3,37,5,41,8,14,5,41,3
0,2022-11-10,1000,6,43,2,3,91,E,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,79,10,6,1025,30,37,6,43,3,37,6,43,9,14,6,43,3
0,2022-11-10,1100,7,45,3,5,148,SSE,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,72,10,6,1025,30,28,7,45,3,37,7,44,9,14,7,44,3
0,2022-11-10,1200,10,50,4,6,205,SSW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,66,10,6,1025,30,19,10,50,2,36,9,48,9,14,9,48,3
0,2022-11-10,1300,10,50,4,6,203,SSW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,65,10,6,1025,30,28,10,50,4,39,9,49,9,14,9,49,4
0,2022-11-10,1400,11,52,3,6,201,SSW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,63,9,5,1025,30,37,11,52,5,40,11,52,9,14,11,52,4
0,2022-11-10,1500,13,55,3,5,199,SSW,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,62,9,5,1025,30,46,13,55,6,42,13,55,9,14,13,55,4
0,2022-11-10,1600,12,53,3,4,179,S,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,67,9,5,1025,30,46,12,53,6,42,12,54,8,13,12,54,4
0,2022-11-10,1700,11,52,2,4,159,SSE,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'},{'value': 'Partly cloudy'},0.0,0.0,71,9,5,1026,30,46,11,52,6,43,11,52,6,10,11,52,4
0,2022-11-10,1800,10,50,2,3,139,SE,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,76,9,5,1026,30,45,10,50,6,43,10,50,5,9,10,50,1
0,2022-11-10,1900,9,49,2,3,151,SSE,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,81,9,5,1027,30,34,9,49,6,43,10,50,5,8,10,50,1
0,2022-11-10,2000,9,48,2,3,163,SSE,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,85,10,6,1028,30,22,9,48,6,43,9,48,6,10,9,48,1
0,2022-11-10,2100,8,46,2,3,175,S,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,90,10,6,1029,30,10,8,46,6,43,8,47,6,9,8,47,1
0,2022-11-10,2200,7,45,1,2,216,SW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,89,10,6,1029,30,10,7,45,6,42,7,45,5,9,7,45,1
0,2022-11-10,2300,7,44,1,2,258,WSW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,89,10,6,1029,30,10,7,44,5,41,7,44,6,10,7,44,1
0,2022-11-11,0,6,42,0,1,299,WNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,89,10,6,1029,30,9,6,42,4,39,6,42,6,10,6,42,1
0,2022-11-11,100,6,42,1,1,291,WNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,89,10,6,1028,30,9,6,42,4,39,6,42,7,12,6,42,1
0,2022-11-11,200,5,42,1,2,282,WNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,89,10,6,1028,30,9,5,42,4,39,5,42,8,14,5,42,1
0,2022-11-11,300,5,41,2,3,274,W,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,89,10,6,1028,30,9,5,41,4,38,5,41,9,14,5,41,1
0,2022-11-11,400,5,41,2,3,272,W,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,88,10,6,1028,30,8,5,41,3,38,5,41,9,15,5,41,1
0,2022-11-11,500,5,41,1,2,271,W,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,87,10,6,1028,30,7,5,41,3,37,5,41,10,15,5,41,1
0,2022-11-11,600,5,41,1,2,270,W,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,86,10,6,1028,30,6,5,41,3,37,5,41,10,16,5,41,2
0,2022-11-11,700,6,42,1,2,245,WSW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,84,10,6,1028,30,6,6,42,3,38,6,42,10,15,6,42,3
0,2022-11-11,800,7,44,2,3,219,SW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,82,10,6,1028,30,6,7,44,4,39,7,44,10,16,7,44,3
0,2022-11-11,900,7,45,2,3,193,SSW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,80,10,6,1028,30,6,7,45,4,39,7,45,10,16,7,45,3
0,2022-11-11,1000,9,48,3,5,191,SSW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,73,10,6,1028,30,7,9,48,4,39,8,47,9,15,8,47,3
0,2022-11-11,1100,12,53,4,7,190,S,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,67,10,6,1028,30,9,12,53,6,42,11,52,12,19,11,52,4
0,2022-11-11,1200,13,55,6,9,188,S,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,61,10,6,1027,30,11,13,55,5,41,12,53,13,22,12,53,4
0,2022-11-11,1300,13,55,6,9,186,S,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,62,10,6,1027,30,12,13,55,5,41,12,54,14,23,12,54,4
0,2022-11-11,1400,13,56,6,9,184,S,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,62,10,6,1027,30,13,13,56,5,41,12,54,15,24,12,54,4
0,2022-11-11,1500,12,54,6,10,182,S,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,63,10,6,1027,30,15,12,54,5,41,11,52,15,24,11,52,4
0,2022-11-11,1600,12,53,5,9,181,S,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,72,10,6,1028,30,20,12,53,6,42,11,52,14,23,11,52,4
0,2022-11-11,1700,11,51,5,8,181,S,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png'},{'value': 'Sunny'},0.0,0.0,81,10,6,1029,30,25,11,51,6,43,10,50,12,20,10,50,4
0,2022-11-11,1800,9,48,4,6,181,S,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,91,10,6,1030,30,30,9,48,7,44,8,46,11,18,8,46,1
0,2022-11-11,1900,9,48,3,5,182,S,116,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png'},{'value': 'Partly cloudy'},0.0,0.0,91,10,6,1030,30,25,9,48,6,43,8,47,11,18,8,47,1
0,2022-11-11,2000,8,47,2,4,183,S,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,92,10,6,1030,30,20,8,47,6,43,8,47,11,18,8,47,1
0,2022-11-11,2100,8,46,2,3,184,S,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,92,10,6,1031,30,15,8,46,6,42,8,46,10,17,8,46,1
0,2022-11-11,2200,8,46,1,2,192,SSW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,89,10,6,1031,30,13,8,46,5,42,8,46,10,16,8,46,1
0,2022-11-11,2300,8,46,1,2,199,SSW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,85,10,6,1031,30,12,8,46,5,41,8,46,10,16,8,46,1
0,2022-11-12,0,8,47,1,2,206,SSW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,82,10,6,1032,30,10,8,47,4,40,8,47,10,16,8,47,1
0,2022-11-12,100,8,46,1,2,212,SSW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,82,10,6,1031,30,9,8,46,4,39,8,46,10,15,8,46,1
0,2022-11-12,200,7,45,1,2,217,SW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,81,10,6,1031,30,9,7,45,3,38,7,45,10,15,7,45,1
0,2022-11-12,300,7,45,1,1,223,SW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,81,10,6,1031,30,8,7,45,3,37,7,45,9,15,7,45,1
0,2022-11-12,400,7,44,1,1,253,WSW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,80,10,6,1031,30,8,7,44,3,37,7,44,9,14,7,44,1
0,2022-11-12,500,7,44,1,1,283,WNW,113,{'value': 'https://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png'},{'value': 'Clear'},0.0,0.0,79,10,6,1031,30,7,7,44,2,36,7,44,9,14,7,44,1
